target_success,upper_guardrail,lower_guardrail,adjustment_pct,adjustment_mode,min_remaining_years,initial_rate,initial_wd,n_complete,success_rate,median_funded,p10_funded,median_cr,p10_cr,median_fr,p10_fr,median_avg_wd_ratio,p10_avg_wd_ratio,median_cv,median_downside_cv,median_min_wd,p10_min_wd,median_adj,median_util,p10_util,median_discounted,p10_floor_self,smoothness,score
0.950000,0.990000,0.700000,0.250000,amount,5,0.014000,14000.000000,2000,0.983000,1.000000,1.000000,4.357580,1.333703,1.000000,0.726095,8.669605,1.755350,1.235119,0.001162,14000.000000,10165.325687,19.000000,0.121374,0.024575,0.082512,0.726095,0.977291,1.098660
0.950000,0.990000,0.700000,0.250000,amount,1,0.014000,14000.000000,2000,0.974000,1.000000,1.000000,4.668368,1.376565,1.000000,0.726683,9.185638,1.823001,1.338259,0.016940,14000.000000,10173.567164,21.000000,0.128599,0.025522,0.086431,0.726683,0.746941,1.093687
0.950000,0.990000,0.400000,0.100000,amount,1,0.014000,14000.000000,2000,0.941000,1.000000,1.000000,3.945012,1.214458,1.000000,1.000000,7.933104,1.553158,1.317376,0.000000,14000.000000,14000.000000,31.000000,0.111063,0.021744,0.074445,1.000000,1.000000,1.088748
0.950000,0.990000,0.300000,0.100000,amount,1,0.014000,14000.000000,2000,0.933000,1.000000,1.000000,3.941334,1.208600,1.000000,1.000000,7.913168,1.545266,1.314588,0.000000,14000.000000,14000.000000,31.000000,0.110784,0.021634,0.074445,1.000000,1.000000,1.087453
0.950000,0.990000,0.200000,0.100000,amount,1,0.014000,14000.000000,2000,0.918500,1.000000,1.000000,3.951760,1.204922,1.000000,1.000000,7.913168,1.532908,1.314348,0.000000,14000.000000,14000.000000,31.000000,0.110784,0.021461,0.074335,1.000000,1.000000,1.086732
0.950000,0.990000,0.100000,0.750000,amount,10,0.014000,14000.000000,2000,0.880500,1.000000,1.000000,3.926489,1.250135,1.000000,1.000000,7.692420,1.598497,0.961519,0.000000,14000.000000,14000.000000,6.000000,0.107694,0.022379,0.077404,1.000000,1.000000,1.086418
0.950000,0.990000,0.100000,0.100000,amount,1,0.014000,14000.000000,2000,0.902500,1.000000,1.000000,3.935478,1.224364,1.000000,1.000000,7.887981,1.526046,1.312970,0.000000,14000.000000,14000.000000,31.000000,0.110432,0.021365,0.074335,1.000000,1.000000,1.085193
0.950000,0.990000,0.100000,0.750000,success_rate,10,0.014000,14000.000000,2000,0.882500,1.000000,1.000000,4.015032,1.251358,1.000000,0.985863,7.638793,1.611969,0.956957,0.000000,14000.000000,13802.075193,6.000000,0.106943,0.022568,0.078712,0.985863,1.000000,1.085123
0.950000,0.990000,0.500000,0.100000,amount,1,0.014000,14000.000000,2000,0.951000,1.000000,1.000000,3.951760,1.219604,1.000000,0.939701,7.990029,1.581337,1.317867,0.000000,14000.000000,13155.807254,32.000000,0.111860,0.022139,0.074552,0.939701,1.000000,1.080886
0.950000,0.990000,0.300000,0.500000,amount,1,0.014000,14000.000000,2000,0.956000,1.000000,1.000000,4.803813,1.381857,1.000000,0.910728,9.496409,1.790665,1.272213,0.081284,14000.000000,12750.187171,14.000000,0.132950,0.025069,0.089124,0.910728,0.380854,1.080655
