target,upper,lower,adj,mode,min_remain,envs_total,envs_top_effFR,envs_top_cew,envs_top_both,mean_eff_funded,min_eff_funded,mean_median_cew,min_median_cew,mean_swr,min_swr,mean_eff_sr,pct_top_effFR,pct_top_cew,pct_top_both
0.95,0.9,0.5,0.05,amount,3,54,10,0,0,0.949386574074074,0.8637,47727.00085138419,36451.26435291031,0.028290950576237015,0.0219,0.8845925925925926,0.18518518518518517,0.0,0.0
0.95,0.9,0.5,0.05,amount,5,54,13,0,0,0.9493929012345679,0.8637,47644.36988779955,36434.78741364704,0.028290950576237015,0.0219,0.8847962962962962,0.24074074074074073,0.0,0.0
0.95,0.9,0.5,0.05,amount,10,54,17,0,0,0.9494450102880658,0.8637,47273.28385840877,36381.64759608451,0.028290950576237015,0.0219,0.8859814814814814,0.3148148148148148,0.0,0.0
0.95,0.9,0.7,0.05,amount,1,54,28,9,6,0.9498461934156379,0.8637083333333333,47765.04060707444,36446.42001650545,0.028290950576237015,0.0219,0.887712962962963,0.5185185185185185,0.16666666666666666,0.1111111111111111
0.95,0.9,0.7,0.05,amount,3,54,31,0,0,0.9498471193415639,0.8637083333333333,47709.065996624115,36424.84550876796,0.028290950576237015,0.0219,0.8877407407407408,0.5740740740740741,0.0,0.0
0.95,0.9,0.7,0.05,amount,5,54,31,0,0,0.9498504629629629,0.8637083333333333,47621.17350997001,36406.05862439241,0.028290950576237015,0.0219,0.8878518518518519,0.5740740740740741,0.0,0.0
0.95,0.9,0.7,0.05,amount,10,54,35,0,0,0.9498921810699588,0.8637333333333334,47256.21820666937,36344.49193329418,0.028290950576237015,0.0219,0.8887962962962962,0.6481481481481481,0.0,0.0
0.95,0.9,0.8,0.05,amount,1,54,44,9,6,0.9500220164609053,0.8637249999999999,47742.35317494692,36425.32386605954,0.028290950576237015,0.0219,0.8892777777777778,0.8148148148148148,0.16666666666666666,0.1111111111111111
0.95,0.9,0.8,0.05,amount,3,54,47,0,0,0.950024279835391,0.8637249999999999,47688.37116978847,36405.5105263901,0.028290950576237015,0.0219,0.8893518518518518,0.8703703703703703,0.0,0.0
0.95,0.9,0.8,0.05,amount,5,54,48,0,0,0.950026183127572,0.8637249999999999,47597.154580387665,36374.412797498335,0.028290950576237015,0.0219,0.8893888888888889,0.8888888888888888,0.0,0.0
0.95,0.9,0.8,0.05,amount,10,54,48,0,0,0.9500549382716049,0.8637416666666665,47235.3119193233,36325.75324040876,0.028290950576237015,0.0219,0.8899907407407407,0.8888888888888888,0.0,0.0
0.95,0.95,0.5,0.05,amount,1,54,4,6,3,0.949195267489712,0.8637,47823.862901606786,36550.20456901506,0.028290950576237015,0.0219,0.8837962962962963,0.07407407407407407,0.1111111111111111,0.05555555555555555
0.95,0.95,0.5,0.05,amount,3,54,7,0,0,0.949195987654321,0.8637,47773.25176306753,36544.40733535452,0.028290950576237015,0.0219,0.8838240740740742,0.12962962962962962,0.0,0.0
0.95,0.95,0.5,0.05,amount,5,54,10,0,0,0.9492012860082305,0.8637,47688.05923569841,36534.76496681692,0.028290950576237015,0.0219,0.8840555555555555,0.18518518518518517,0.0,0.0
0.95,0.95,0.5,0.05,amount,10,54,13,0,0,0.9492614711934156,0.8637,47311.132450652476,36462.21435172044,0.028290950576237015,0.0219,0.885287037037037,0.24074074074074073,0.0,0.0
0.95,0.95,0.7,0.05,amount,1,54,10,9,6,0.9497130658436214,0.8637083333333333,47804.98701209435,36538.42924586385,0.028290950576237015,0.0219,0.8871018518518519,0.18518518518518517,0.16666666666666666,0.1111111111111111
0.95,0.95,0.7,0.05,amount,3,54,13,0,0,0.9497133744855967,0.8637083333333333,47750.887190788875,36525.471280862,0.028290950576237015,0.0219,0.8871203703703704,0.24074074074074073,0.0,0.0
0.95,0.95,0.7,0.05,amount,5,54,12,0,0,0.9497161008230454,0.8637083333333333,47665.22738090948,36502.97748873888,0.028290950576237015,0.0219,0.887287037037037,0.2222222222222222,0.0,0.0
0.95,0.95,0.7,0.05,amount,10,54,20,0,0,0.9497491255144033,0.8637249999999999,47294.44364354731,36445.53203551046,0.028290950576237015,0.0219,0.8881203703703704,0.37037037037037035,0.0,0.0
0.95,0.95,0.7,0.1,amount,1,54,3,9,0,0.9231471707818929,0.7882333333333333,53064.93506281272,40040.155796010615,0.028290950576237015,0.0219,0.8353888888888888,0.05555555555555555,0.16666666666666666,0.0
0.95,0.95,0.7,0.1,amount,3,54,3,9,0,0.9231522119341563,0.7882333333333333,53005.51278882233,40027.750047908325,0.028290950576237015,0.0219,0.8355555555555555,0.05555555555555555,0.16666666666666666,0.0
0.95,0.95,0.7,0.1,amount,5,54,3,9,0,0.923179475308642,0.7882444444444444,52916.169383914785,40068.23843486048,0.028290950576237015,0.0219,0.8366481481481481,0.05555555555555555,0.16666666666666666,0.0
