Year,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
1937,-0.6188763033205857,-0.6782269299912441,-0.6152642896891833,-0.4631927943565606,-0.5351912134491731,-0.5400194998099783,-0.5136293163137626,-0.4878267873367055,-0.5140696950865877,-0.5672954107878325,-0.47613994966857287,-0.49632016033400284,-0.4521844079129165,-0.40034307187624163,-0.5167620177126473,-0.3304152896007868,-0.39483857609956075,-0.4279845174467888,-0.5175037321398854,-0.4208548499483694,-0.33397521052638524,-0.35866350943169,-0.27035113551612355,-0.3385729888262702,-0.3835907963804174
1938,0.325668670354333,-0.017896125570625254,0.46347880468116953,0.32358156360864787,0.04656822224088142,0.5052816968215577,0.4040080188548403,0.4030948138499886,0.33827586650694297,0.3350082856311549,0.4676176124642095,0.596881250087961,0.39557994258896056,0.2764880198096882,0.2959983895119547,0.40488495639703537,0.41125150610181116,0.445912659045528,0.2566938651885988,0.3171571166453906,0.349890587228294,0.25987222929569276,0.127308179198941,0.26567547965058,0.28501495777465036
1939,0.12312397017176191,-0.2577001447741246,0.017767885170409725,-0.12018303999206859,0.007940355839831215,-0.01510928287605795,0.04110091124053361,-0.028488684458277347,0.03294241413655841,-0.13555923856805574,0.0660774673867357,0.128064805525691,0.05903796326819677,-0.058792969905287706,0.09873935110043486,0.042576318047998996,-0.03662591242213864,-0.16936049077478688,0.07874788226056273,-0.26143648878009806,0.051143841620955754,0.04844617488680103,0.021186538394185384,-0.09406883622679263,-0.14235056219335684
1940,-0.1209589332222939,-0.27573517331790953,-0.19111690603886688,-0.14511431432112687,-0.0876187591498675,-0.02480565874572882,0.021622335815727256,-0.04681924853424635,0.020865827225325706,-0.1609211741812473,0.010806376029008913,0.02117440253143177,-0.015935214118618535,-0.013716879719179564,-0.16875334076629667,-0.0784004261732475,-0.07714551843863415,-0.06269670504906366,0.01392161095970934,-0.1642033317037589,-0.10225921583213737,-0.05678742548344129,-0.043435621658385104,-0.04905241985939046,-0.049138764741414875
1941,-0.49263907325558065,-0.28119267150721605,-0.15228932388531125,-0.14500797102257224,-0.010797878288078655,-0.14145453451995293,-0.09624094076061585,-0.17939841032025483,-0.021968631628664914,-0.035966319340722364,-0.22087870716834213,-0.13228735137633796,-0.07631483761273161,-0.06381979556718997,0.0025131337159975953,-0.07657933875258083,-0.13228662532187208,-0.09393993090172859,-0.028780812973072445,0.07454235725952918,-0.1242840747599877,-0.14233796832661882,0.008986533262385965,-0.07336589748692612,-0.03599805176786053
1942,0.2826442255941297,0.22586446976711394,0.27001074759481125,0.3972679725042292,0.4026934476119286,0.24111210413489226,0.2768186142927471,0.2510500381998655,0.27155370812582325,0.3836902827237869,0.24311518765120055,0.15967162139658253,0.12529999722669416,0.286565818210077,0.27478728359118976,0.15121031975227517,0.18175302734810206,0.20896815464585727,0.20204296132299215,0.49154759043465734,0.16425355169638745,0.11150089359887638,0.13544727142828905,0.26888808655988017,0.39097268396149887
1943,0.6526859449133504,0.5785228791444734,0.7450140357217276,0.9668778103835756,1.2487567440705738,0.720035444541983,0.5187247633417493,0.6075779376753037,0.8763113734862134,0.9738133531800377,0.3317831679498604,0.3050522242187226,0.4959848954034969,0.5643853260786647,0.9020778109140606,0.2129576743657493,0.3750147518231153,0.3136246968562586,0.5285052974566533,0.5611872499113473,0.17152112445153156,0.2780153216546437,0.3755029476894729,0.3172450787078891,0.4257470101152194
1944,0.6269537661274955,0.5471013249506529,0.5775157119292189,0.5643952746985226,0.7317127100416356,0.44225165168657,0.42172171530208313,0.3214325581280222,0.30396473313719996,0.6560476841866643,0.2860475638802058,0.43565735081394696,0.32478682414536,0.36888283202580663,0.5910797764272786,0.193862771302872,0.2680157555639866,0.2876436235308697,0.47876595452090553,0.4556892967528339,0.16141563068946319,0.14132180530894467,0.21774569988573478,0.2451744214202194,0.5603779158950188
1945,0.9849847373157574,0.7802341603902312,0.779654938275667,0.7566768714441214,0.8510050654354053,0.7786835472909694,0.5751560307870793,0.5630550022437184,0.6926168289119212,0.9413093730288868,0.5326831214996786,0.5027835938075647,0.5243129273349669,0.6536640643965101,0.47594450196594473,0.4495300874476338,0.5187124084314889,0.6117015614166765,0.5695998380445839,0.8966517537661007,0.31072836269198856,0.29489416464177776,0.3497734201113418,0.39802175422810304,0.42567399007405227
1946,-0.1381923995068256,-0.17824729556687202,-0.027607471941125006,-0.14421019974708704,-0.1255659348885314,-0.17976232677793536,-0.08101428211972972,-0.10903765779967478,-0.09118033983314722,-0.07639158912712529,-0.1561711296917343,-0.024359506451244517,-0.04429357570228709,-0.07189891226282752,-0.09639653512042345,-0.03157467185126983,-0.03855459296831398,-0.01614111130077378,-0.07577342383260788,-0.12689608258068052,-0.09737201983441368,-0.0724843207589354,-0.012310830070713985,0.022054550691272823,-0.11059229624259359
1947,-0.07579648455704613,-0.0829083747178494,-0.07849681826328081,-0.05212573281776345,0.09036213567494333,-0.1379184889448435,0.012149020117244724,-0.0002517517606231978,-0.031477467244489854,0.11539922810850722,-0.01677276755897983,-0.03794282173013386,-0.0089723799759992,0.050714653941486,0.07829117324753354,-0.011701458075357163,-0.01336662801053412,0.031655811696109426,-0.025364652127154552,0.01987076816229294,0.042854830156130896,0.062485372626950975,-0.00833221147389962,0.10948033276489921,0.07772553294080176
1948,-0.08753556571550092,-0.07408678206156671,-0.10992615531555316,-0.12454843275056549,0.006558759866266195,-0.11202642912419725,-0.060690356411083335,-0.06534470052396579,-0.027230082840163372,0.05465596667586348,-0.05569352373312586,-0.050148034850386436,-0.011605868147184673,-0.06722601411380413,-0.038314268918017036,-0.014905674244036438,0.007758452761681411,0.037650637712220325,-0.04910510898438636,0.03222808361920815,0.03229766345396645,0.027788937471062036,0.051627304524548334,-0.03887306101215704,0.06017169436130265
1949,0.1448441150864077,0.19570328901859702,0.22435464509729974,0.1971853722680632,0.2281304502341024,0.0789537022811837,0.23729622745584966,0.21874569669366073,0.24458889708439213,0.14444099810506228,0.31767673468039725,0.20213899151745074,0.202547581123377,0.2143548834621205,0.18579024341549966,0.2546932013874883,0.21575788026064302,0.3120967082276904,0.07869868394089452,0.29520224785513993,0.2625377666066875,0.11756234888022865,0.15514272615513058,0.21579953272008057,0.13654569991014665
1950,0.22693832957142712,0.2815983921108163,0.43594673278811746,0.40540344890302626,0.5784980651943605,0.45500347480500913,0.3026855165664535,0.406991838827927,0.3430636237942517,0.614783932559716,0.18931895564046797,0.18928573947421912,0.34127299194627114,0.38566581946520806,0.7287891484355156,0.22565902674478888,0.19131640001491856,0.3374542542937804,0.4272153575166975,0.6363445536937049,0.2531216267858516,0.21077359501762927,0.3679472456586752,0.5016630471571681,0.49610267850382317
1951,0.1646393844311298,0.14712788083987438,0.0519178802622382,0.07230105321647673,0.05940267270243638,0.14789173076379902,0.1648030807231975,0.13371122909227484,0.12864868739572577,0.10864295093529974,0.11017887504782808,0.227371285512751,0.14853260902020637,0.12639375175061063,0.08771880036530333,0.20563503666151495,0.24441041617386405,0.18154719948767606,0.1630929512663819,0.1264519830473545,0.2090331127514029,0.17960862716528792,0.34298013949942674,0.20114448603308732,0.1507552077348151
